catologNumber,country,locationID,decimalLatitude,decimalLongitude,eventDate,verbatimDepth,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,taxonID,scientificName,acceptedNameUsage ,acceptedNameUsageID,individualCount,Abundance,wet weight biomass,Zoobenth_tax_ww_biomass
1715,Italy,75,42.036275,15.47781666,2018-12-06,72 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_718,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1716,Italy,3,45.64329999,13.49841666,2019-11-27,72 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_719,10 min haul duration,0.01241421979,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1717,Italy,31,43.57867498,13.61100833,2019-11-14,72.1000061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_720,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1718,Italy,49,43.58062499,13.77310832,2019-11-14,20 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_721,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,5,136.73,0.13,3.55
1719,Italy,1,45.41389167,12.54509166,2019-11-28,72.1000061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_722,29 min haul duration,0.03599333763,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1720,Italy,2,45.61243334,13.12669167,2019-11-28,72.1000061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_723,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1721,Italy,4,45.10559167,12.38285,2019-11-28,72.1000061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_724,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1722,Italy,68,42.89868336,13.97731667,2019-12-07,17.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_725,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,29,793.05,0.26,7.18
1723,Italy,70,42.58793332,14.23148333,2019-12-07,72.3000030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_726,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1724,Italy,71,42.27270833,14.57301664,2019-12-07,72.3000030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_727,20 min haul duration,0.02437609993,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1725,Italy,73,42.09601667,14.8765,2019-12-08,72.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_728,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1726,Italy,74,41.980275,15.08834167,2019-12-08,72.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_729,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1727,Italy,76,41.99630833,15.69779167,2019-12-08,72.6999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_730,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1728,Italy,66,43.58843333,13.68465001,2019-11-14,15.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_731,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,73,"1,996.30",2.22,60.79
1729,Italy,65,44.08705,12.76149168,2019-12-04,14.9499998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_732,25 min haul duration,0.0304719191,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,212,"6,957.23",6.00,197.00
1730,Italy,64,44.15335,12.51258334,2019-12-05,14.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_733,20 min haul duration,0.02437609993,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,932,"38,234.17",29.13,"1,195.18"
1731,Italy,63,44.20099167,12.60595001,2019-12-05,14.2000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_734,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,"1,615","44,164.61",31.92,873.03
1732,Italy,57,45.07584167,12.73408333,2019-11-29,16.6499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_735,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,35,939.96,0.95,25.58
1733,NA,56,45.32701667,12.86943334,2019-11-29,16.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_736,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,58,"1,586.10",1.97,53.75
1734,Italy,55,45.38601667,12.47079166,2019-11-28,72.6999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_737,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1735,Italy,50,43.04819167,14.01619167,2019-12-07,72.6999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_738,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1736,Italy,48,44.064675,12.62364168,2019-12-06,15.6999998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_739,20 min haul duration,0.02437609993,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,74,"3,035.76",1.39,56.89
1737,Italy,47,44.57909997,12.53805,2019-11-30,19 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_740,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,16,437.54,0.02,0.43
1738,Italy,46,44.90849997,12.62003333,2019-11-29,72.6999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_741,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1739,Italy,44,45.46416666,12.71204999,2019-11-28,72.8999938964843 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_742,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1740,Italy,43,45.38669167,12.39965,2019-11-28,72.8999938964843 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_743,25 min haul duration,0.03102478012,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1741,Italy,37,43.108875,13.93388332,2019-12-07,14.9499998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_744,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,224,"6,125.62",5.17,141.48
1742,Italy,34,43.34926666,13.88893334,2019-12-09,15.0500001907348 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_745,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,165,"4,512.17",4.02,109.94
1743,Italy,33,43.38412499,13.71386668,2019-12-09,15.3999996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_746,22 min haul duration,0.02681729943,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,92,"3,430.62",2.85,106.28
1744,Italy,28,43.79341669,13.37797499,2019-12-01,73.3500061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_747,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1745,Italy,27,43.79666669,13.19652499,2019-12-01,73.3500061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_748,30 min haul duration,0.03789604083,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1746,Italy,25,43.97171666,13.07474167,2019-12-01,75.4000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_749,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1747,Italy,24,43.91465,13.02910833,2019-12-01,75.4000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_750,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1748,Italy,21,44.1467,12.7596,2019-12-04,15.6999998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_751,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,74,"2,023.64",2.28,62.39
1749,Italy,17,44.329725,12.56615833,2019-12-06,14.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_752,20 min haul duration,0.02437609993,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,361,"14,809.59",6.97,286.06
1750,Italy,16,44.29127499,12.38473333,2019-12-06,13.6000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_753,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,"4,688","128,200.43",84.32,"2,305.81"
1751,Italy,12,44.83744167,12.545625,2019-11-30,19.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_754,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,11,300.81,0.34,9.42
1752,Italy,8,44.82870833,12.47900834,2019-11-29,75.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_755,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1753,NA,6,45.257525,12.87201665,2019-11-29,16.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_756,15 min haul duration,0.01828027889,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,55,"3,008.71",1.53,83.57
1754,Italy,5,45.14250833,12.51830001,2019-11-28,75.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_757,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1755,NA,10,45.08451666,13.23520834,2019-11-21,16.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_758,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,35,957.13,1.06,28.94
1756,NA,14,44.74868333,13.172025,2019-11-21,19 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_759,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,16,437.54,0.36,9.92
1757,NA,19,44.46593332,13.15954167,2019-11-26,78.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_760,15 min haul duration,0.01828027889,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1758,Italy,67,43.35135001,13.99905832,2019-12-09,78.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_761,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1759,NA,62,44.44135,12.72975833,2019-12-05,78.9000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_762,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1760,NA,61,44.46138333,12.65393333,2019-12-05,19 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_763,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,16,437.54,0.42,11.41
1761,NA,60,44.67757498,13.48625,2019-11-20,78.9000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_764,15 min haul duration,0.0186177399,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1762,NA,59,44.70141668,12.75847499,2019-12-05,78.9499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_765,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
